Board State ,EVAL
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3 0 1,[%eval -4.39]
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq c6 0 2,[%eval 0.23]
rnbqkbnr/pp1ppppp/8/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,[%eval 0.28]
rnbqkbnr/pp1ppp1p/6p1/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,[%eval 0.27]
rnbqkbnr/pp1ppp1p/6p1/2p5/4PP2/2N5/PPPP2PP/R1BQKBNR b KQkq f3 0 3,[%eval 0.39]
rnbqk1nr/pp1pppbp/6p1/2p5/4PP2/2N5/PPPP2PP/R1BQKBNR w KQkq - 1 4,[%eval 0.19]
rnbqk1nr/pp1pppbp/6p1/2p5/4PP2/2N2N2/PPPP2PP/R1BQKB1R b KQkq - 2 4,[%eval 0.1]
r1bqk1nr/pp1pppbp/2n3p1/2p5/4PP2/2N2N2/PPPP2PP/R1BQKB1R w KQkq - 3 5,[%eval 0.09]
r1bqk1nr/pp1pppbp/2n3p1/2p5/2B1PP2/2N2N2/PPPP2PP/R1BQK2R b KQkq - 4 5,[%eval 0.05]
r1bqk1nr/pp2ppbp/2np2p1/2p5/2B1PP2/2N2N2/PPPP2PP/R1BQK2R w KQkq - 0 6,[%eval -0.06]
r1bqk1nr/pp2ppbp/2np2p1/2p5/2B1PP2/2N2N2/PPPP2PP/R1BQ1RK1 b kq - 1 6,[%eval -0.06]
r1bqk1nr/pp3pbp/2npp1p1/2p5/2B1PP2/2N2N2/PPPP2PP/R1BQ1RK1 w kq - 0 7,[%eval -0.13]
r1bqk1nr/pp3pbp/2npp1p1/2p5/2B1PP2/2NP1N2/PPP3PP/R1BQ1RK1 b kq - 0 7,[%eval -0.11]
r1bqk2r/pp2npbp/2npp1p1/2p5/2B1PP2/2NP1N2/PPP3PP/R1BQ1RK1 w kq - 1 8,[%eval -0.32]
r1bqk2r/pp2npbp/2npp1p1/2p5/2B1PP2/2NP1N2/PPP3PP/R1B1QRK1 b kq - 2 8,[%eval -0.36]
r1bqk2r/1p2npbp/p1npp1p1/2p5/2B1PP2/2NP1N2/PPP3PP/R1B1QRK1 w kq - 0 9,[%eval -0.32]
r1bqk2r/1p2npbp/p1npp1p1/2p2P2/2B1P3/2NP1N2/PPP3PP/R1B1QRK1 b kq - 0 9,[%eval -0.2]
r1bqk2r/1p2npbp/p1np2p1/2p1pP2/2B1P3/2NP1N2/PPP3PP/R1B1QRK1 w kq - 0 10,[%eval -0.49]
r1bqk2r/1p2npbp/p1np2p1/2p1pPB1/2B1P3/2NP1N2/PPP3PP/R3QRK1 b kq - 1 10,[%eval 4.93]
r1bqk2r/1p2n1bp/p1np1pp1/2p1pPB1/2B1P3/2NP1N2/PPP3PP/R3QRK1 w kq - 0 11,[%eval 0.16]
r1bqk2r/1p2n1bp/p1np1pp1/2p1pP2/2B1P3/2NPBN2/PPP3PP/R3QRK1 b kq - 1 11,[%eval 0.36]
r1bqk2r/1p2n1bp/p1np1p2/2p1pPp1/2B1P3/2NPBN2/PPP3PP/R3QRK1 w kq - 0 12,[%eval 0.58]
r1bqk2r/1p2n1bp/p1np1p2/2p1pPp1/2B1P2P/2NPBN2/PPP3P1/R3QRK1 b kq h3 0 12,[%eval 3.12]
r1bqk2r/1p2n1b1/p1np1p1p/2p1pPp1/2B1P2P/2NPBN2/PPP3P1/R3QRK1 w kq - 0 13,[%eval 1.53]
r1bqk2r/1p2n1b1/p1np1p1p/2p1pPp1/2B1P2P/2NPBN2/PPPQ2P1/R4RK1 b kq - 1 13,[%eval 1.74]
r1b1k2r/1pq1n1b1/p1np1p1p/2p1pPp1/2B1P2P/2NPBN2/PPPQ2P1/R4RK1 w kq - 2 14,[%eval 0.12]
r1b1k2r/1pq1n1b1/p1np1p1p/2p1pPP1/2B1P3/2NPBN2/PPPQ2P1/R4RK1 b kq - 0 14,[%eval 1.53]
r1b1k2r/1pq1n1b1/p1np1p2/2p1pPp1/2B1P3/2NPBN2/PPPQ2P1/R4RK1 w kq - 0 15,[%eval 1.64]
r1b1k2r/1pq1n1b1/p1np1p2/2pNpPp1/2B1P3/3PBN2/PPPQ2P1/R4RK1 b kq - 1 15,[%eval 1.53]
r1b1k2r/1pq3b1/p1np1p2/2pnpPp1/2B1P3/3PBN2/PPPQ2P1/R4RK1 w kq - 0 16,[%eval -0.39]
r1b1k2r/1pq3b1/p1np1p2/2pBpPp1/4P3/3PBN2/PPPQ2P1/R4RK1 b kq - 0 16,[%eval -0.17]
r1b1k2r/1pq1n1b1/p2p1p2/2pBpPp1/4P3/3PBN2/PPPQ2P1/R4RK1 w kq - 1 17,[%eval -0.25]
r1b1k2r/1pq1n1b1/p2p1p2/2pBpPp1/2P1P3/3PBN2/PP1Q2P1/R4RK1 b kq c3 0 17,[%eval 0.15]
r1b1k2r/1pq3b1/p2p1p2/2pnpPp1/2P1P3/3PBN2/PP1Q2P1/R4RK1 w kq - 0 18,[%eval -0.5]
r1b1k2r/1pq3b1/p2p1p2/2pPpPp1/4P3/3PBN2/PP1Q2P1/R4RK1 b kq - 0 18,[%eval -0.39]
r3k2r/1pqb2b1/p2p1p2/2pPpPp1/4P3/3PBN2/PP1Q2P1/R4RK1 w kq - 1 19,[%eval -0.46]
r3k2r/1pqb2b1/p2p1p2/2pPpPp1/1P2P3/3PBN2/P2Q2P1/R4RK1 b kq b3 0 19,[%eval 0.07]
r3k2r/2qb2b1/pp1p1p2/2pPpPp1/1P2P3/3PBN2/P2Q2P1/R4RK1 w kq - 0 20,[%eval 0.23]
r3k2r/2qb2b1/pp1p1p2/2PPpPp1/4P3/3PBN2/P2Q2P1/R4RK1 b kq - 0 20,[%eval 0.12]
r3k2r/2qb2b1/p2p1p2/2pPpPp1/4P3/3PBN2/P2Q2P1/R4RK1 w kq - 0 21,[%eval 0.19]
r3k2r/2qb2b1/p2p1p2/2pPpPp1/4P3/3PBN2/P2Q2P1/1R3RK1 b kq - 1 21,[%eval 0.13]
r6r/2qbk1b1/p2p1p2/2pPpPp1/4P3/3PBN2/P2Q2P1/1R3RK1 w - - 2 22,[%eval 0.08]
r6r/2qbk1b1/p2p1p2/2pPpPp1/4P3/3PBN2/PR1Q2P1/5RK1 b - - 3 22,[%eval 0.58]
r7/2qbk1br/p2p1p2/2pPpPp1/4P3/3PBN2/PR1Q2P1/5RK1 w - - 4 23,[%eval -0.15]
r7/2qbk1br/p2p1p2/2pPpPp1/4P3/3PBN2/PR1Q2P1/1R4K1 b - - 5 23,[%eval 2.27]
7r/2qbk1br/p2p1p2/2pPpPp1/4P3/3PBN2/PR1Q2P1/1R4K1 w - - 6 24,[%eval 0.81]
7r/1Rqbk1br/p2p1p2/2pPpPp1/4P3/3PBN2/P2Q2P1/1R4K1 b - - 7 24,[%eval 1.36]
3q3r/1R1bk1br/p2p1p2/2pPpPp1/4P3/3PBN2/P2Q2P1/1R4K1 w - - 8 25,[%eval 1.32]
3q3r/1R1bk1br/p2p1p2/2pPpPp1/4P3/3PBN2/P2Q1KP1/1R6 b - - 9 25,[%eval 3.32]
3q3r/1R1bk1br/p2p1p2/2pPpP2/4P1p1/3PBN2/P2Q1KP1/1R6 w - - 0 26,[%eval 1.52]
3q3r/1R1bk1br/p2p1p2/2pPpP2/4P1p1/3PB3/P2Q1KP1/1R4N1 b - - 1 26,[%eval 1.35]
3q3r/1R1bk2r/p2p1p1b/2pPpP2/4P1p1/3PB3/P2Q1KP1/1R4N1 w - - 2 27,[%eval 1.26]
3q3r/1R1bk2r/p2p1p1b/2pPpP2/4P1p1/3PB3/P2QNKP1/1R6 b - - 3 27,[%eval 1.63]
3q3r/1R1bk2r/p2p1p2/2pPpP2/4P1p1/3Pb3/P2QNKP1/1R6 w - - 0 28,[%eval 1.25]
3q3r/1R1bk2r/p2p1p2/2pPpP2/4P1p1/3PQ3/P3NKP1/1R6 b - - 0 28,[%eval 0.83]
3q3r/1R1bk2r/p2p1p2/2pPpP2/4P3/3PQ1p1/P3NKP1/1R6 w - - 0 29,[%eval 1.29]
3q3r/1R1bk2r/p2p1p2/2pPpP2/4P3/3PQ1N1/P4KP1/1R6 b - - 0 29,[%eval 1.63]
3q3r/1R1bk1r1/p2p1p2/2pPpP2/4P3/3PQ1N1/P4KP1/1R6 w - - 1 30,[%eval 1.55]
3q3r/1R1bk1r1/p2p1p2/2pPpP2/4P3/3PQ3/P3NKP1/1R6 b - - 2 30,[%eval 1.83]
3q2r1/1R1bk1r1/p2p1p2/2pPpP2/4P3/3PQ3/P3NKP1/1R6 w - - 3 31,[%eval 0.0]
3q2r1/1R1bk1r1/p2p1p2/2pPpP2/4P3/3PQ1P1/P3NK2/1R6 b - - 0 31,[%eval 1.1]
6r1/1R1bk1r1/p2p1p2/q1pPpP2/4P3/3PQ1P1/P3NK2/1R6 w - - 1 32,[%eval 1.32]
6r1/1R1bk1r1/p2p1p2/q1pPpP2/4P3/3P2P1/P2QNK2/1R6 b - - 2 32,[%eval 4.43]
6r1/1R1bk1r1/p2p1p2/2pPpP2/4P3/3P2P1/P2qNK2/1R6 w - - 0 33,[%eval -16.07]
6r1/1R1bk1r1/p2p1p2/2pPpP2/4P3/3P2P1/PR1qNK2/8 b - - 1 33,[%eval -16.0]
6r1/1R1bk1r1/p2p1p2/2pPpPq1/4P3/3P2P1/PR2NK2/8 w - - 2 34,[%eval -16.67]
6r1/R2bk1r1/p2p1p2/2pPpPq1/4P3/3P2P1/PR2NK2/8 b - - 3 34,[%eval -14.2]
6r1/R2bk1r1/p2p1p2/2pPpP2/4P1q1/3P2P1/PR2NK2/8 w - - 4 35,[%eval -13.91]
6r1/RR1bk1r1/p2p1p2/2pPpP2/4P1q1/3P2P1/P3NK2/8 b - - 5 35,[%eval -13.78]
4k1r1/RR1b2r1/p2p1p2/2pPpP2/4P1q1/3P2P1/P3NK2/8 w - - 6 36,[%eval -18.7]
1R2k1r1/R2b2r1/p2p1p2/2pPpP2/4P1q1/3P2P1/P3NK2/8 b - - 7 36,[%eval -11.72]
1R4r1/R2bk1r1/p2p1p2/2pPpP2/4P1q1/3P2P1/P3NK2/8 w - - 8 37,[%eval -13.79]
6r1/RR1bk1r1/p2p1p2/2pPpP2/4P1q1/3P2P1/P3NK2/8 b - - 9 37,[%eval -16.94]
6r1/RR1bk1r1/p2p1p2/2pPpP2/4P3/3P2q1/P3NK2/8 w - - 0 38,[%eval -16.16]
6r1/RR1bk1r1/p2p1p2/2pPpP2/4P3/3P2N1/P4K2/8 b - - 0 38,[%eval 1.86]
6r1/RR1bk3/p2p1p2/2pPpP2/4P3/3P2r1/P4K2/8 w - - 0 39,[%eval 2.87]
6r1/R2Rk3/p2p1p2/2pPpP2/4P3/3P2r1/P4K2/8 b - - 0 39,[%eval 20.85]
5kr1/R2R4/p2p1p2/2pPpP2/4P3/3P2r1/P4K2/8 w - - 1 40,[%eval 18.53]
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3 0 1,[%eval 0.12]
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq e6 0 2,[%eval 0.25]
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,[%eval 0.28]
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,[%eval 0.31]
r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,[%eval 0.11]
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,[%eval 0.18]
r1bqkb1r/pppp1ppp/2n2n2/4p1N1/2B1P3/8/PPPP1PPP/RNBQK2R b KQkq - 5 4,[%eval -0.06]
r1bqkb1r/pppp1ppp/2n5/4p1N1/2B1n3/8/PPPP1PPP/RNBQK2R w KQkq - 0 5,[%eval 1.6]
r1bqkb1r/pppp1Npp/2n5/4p3/2B1n3/8/PPPP1PPP/RNBQK2R b KQkq - 0 5,[%eval -0.44]
r1b1kb1r/pppp1Npp/2n2q2/4p3/2B1n3/8/PPPP1PPP/RNBQK2R w KQkq - 1 6,[%eval 0.82]
r1b1kb1r/pppp1Npp/2n2q2/4p3/2B1n3/5P2/PPPP2PP/RNBQK2R b KQkq - 0 6,[%eval -8.04]
r1b1kb1r/pppp1Npp/2n5/4p3/2B1n2q/5P2/PPPP2PP/RNBQK2R w KQkq - 1 7,[%eval -8.18]
r1b1kb1r/pppp1Npp/2n5/4p3/2B1n2q/5PP1/PPPP3P/RNBQK2R b KQkq - 0 7,[%eval -8.08]
r1b1kb1r/pppp1Npp/2n5/4p3/2B4q/5Pn1/PPPP3P/RNBQK2R w KQkq - 0 8,[%eval -8.0]
r1b1kb1r/pppp1Npp/2n5/4p3/2B4q/5Pn1/PPPP3P/RNBQK1R1 b Qkq - 1 8,[%eval -19.34]
r1b1kb1r/pppp1Npp/2n5/4p3/2B4q/5P2/PPPP3P/RNBQK1Rn w Qkq - 2 9,[%eval -20.39]
r1b1kb1r/pppp1Npp/8/4p3/2Bn3q/5P2/PPPPK2P/RNBQ2Rn w kq - 4 10,[%eval -16.95]
r1b1kb1r/pppp1Npp/8/4p3/2Bn3q/3K1P2/PPPP3P/RNBQ2Rn b kq - 5 10,[%eval -17.09]
r1b1kb1r/pppp1Npp/8/4p3/2Bn3q/3K1P2/PPPP1n1P/RNBQ2R1 w kq - 6 11,[%eval -16.79]
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3 0 1,[%eval 0.24]
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq d6 0 2,[%eval 0.52]
rnbqkbnr/ppp1pppp/8/3p4/4PP2/8/PPPP2PP/RNBQKBNR b KQkq f3 0 2,[%eval -0.79]
rnbqkbnr/ppp1pppp/8/8/4pP2/8/PPPP2PP/RNBQKBNR w KQkq - 0 3,[%eval -0.85]
rnbqkbnr/ppp1pppp/8/8/4pP2/3P4/PPP3PP/RNBQKBNR b KQkq - 0 3,[%eval -0.86]
rnbqkbnr/ppp1pppp/8/8/5P2/3p4/PPP3PP/RNBQKBNR w KQkq - 0 4,[%eval -0.55]
rnbqkbnr/ppp1pppp/8/8/5P2/3B4/PPP3PP/RNBQK1NR b KQkq - 0 4,[%eval -0.57]
rnb1kbnr/ppp1pppp/3q4/8/5P2/3B4/PPP3PP/RNBQK1NR w KQkq - 1 5,[%eval -0.1]
rnb1kbnr/ppp1pppp/3q4/8/5P2/3B1N2/PPP3PP/RNBQK2R b KQkq - 2 5,[%eval 0.0]
rnb1kbnr/ppp1pppp/4q3/8/5P2/3B1N2/PPP3PP/RNBQK2R w KQkq - 3 6,[%eval 0.25]
rnb1kbnr/ppp1pppp/4q3/8/5P2/5N2/PPP1B1PP/RNBQK2R b KQkq - 4 6,[%eval 0.1]
rnb1kbnr/pppqpppp/8/8/5P2/5N2/PPP1B1PP/RNBQK2R w KQkq - 5 7,[%eval 0.05]
rnb1kbnr/pppqpppp/8/8/5P2/5N2/PPP1B1PP/RNBQ1RK1 b kq - 6 7,[%eval 0.0]
rnb1kbnr/pppq1ppp/8/4p3/5P2/5N2/PPP1B1PP/RNBQ1RK1 w kq e6 0 8,[%eval 0.77]
rnb1kbnr/pppq1ppp/8/4N3/5P2/8/PPP1B1PP/RNBQ1RK1 b kq - 0 8,[%eval 0.49]
rnb1k1nr/pppq1ppp/8/2b1N3/5P2/8/PPP1B1PP/RNBQ1RK1 w kq - 1 9,[%eval 0.61]
rnb1k1nr/pppq1ppp/8/2b1N3/5P2/8/PPP1B1PP/RNBQ1R1K b kq - 2 9,[%eval 0.41]
rnb1k1nr/pppq1pp1/8/2b1N2p/5P2/8/PPP1B1PP/RNBQ1R1K w kq h6 0 10,[%eval 7.65]
rnb1k1nr/pppN1pp1/8/2b4p/5P2/8/PPP1B1PP/RNBQ1R1K b kq - 0 10,[%eval 7.75]
rn2k1nr/pppb1pp1/8/2b4p/5P2/8/PPP1B1PP/RNBQ1R1K w kq - 0 11,[%eval 11.01]
rn2k1nr/pppb1pp1/8/2b4p/5P2/2N5/PPP1B1PP/R1BQ1R1K b kq - 1 11,[%eval 7.24]
rn2k1nr/pppb1pp1/8/2b5/5P1p/2N5/PPP1B1PP/R1BQ1R1K w kq - 0 12,[%eval 11.07]
rn2k1nr/pppb1pp1/8/2b5/5PBp/2N5/PPP3PP/R1BQ1R1K b kq - 1 12,[%eval 7.89]
rn2k1nr/pppb1pp1/8/2b5/5PB1/2N4p/PPP3PP/R1BQ1R1K w kq - 0 13,[%eval 9.4]
rn2k1nr/pppB1pp1/8/2b5/5P2/2N4p/PPP3PP/R1BQ1R1K b kq - 0 13,[%eval 9.07]
rn4nr/pppBkpp1/8/2b5/5P2/2N3Pp/PPP4P/R1BQ1R1K b - - 0 14,[%eval 10.53]
rn4n1/ppp1kpp1/8/2b4r/5PB1/2N3Pp/PPP4P/R1BQ1R1K b - - 2 15,[%eval 18.53]
rn4n1/ppp1kpp1/7r/2b5/5PB1/2N3Pp/PPP4P/R1BQ1R1K w - - 3 16,[%eval 20.7]
rn4n1/ppp1kpp1/7r/2b5/5PB1/2N3Pp/PPP4P/R1BQR2K b - - 4 16,[%eval 20.13]
rn4n1/ppp2pp1/6kr/2N5/5PB1/6Pp/PPP4P/R1BQR2K b - - 0 18,[%eval 21.17]
rn4n1/ppp2ppk/7r/2N5/5PB1/6Pp/PPP4P/R1BQR2K w - - 1 19,[%eval 21.43]
rn4n1/ppp2ppk/7r/2N2P2/6B1/6Pp/PPP4P/R1BQR2K b - - 0 19,[%eval 18.45]
rn4n1/ppp2p1k/6pr/2N2P2/6B1/6Pp/PPP4P/R1BQR2K w - - 0 20,[%eval 24.67]
rn4n1/ppp2p1k/6pB/2N2P2/6B1/6Pp/PPP4P/R2QR2K b - - 0 20,[%eval 25.03]
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3 0 1,[%eval 0.12]
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq e6 0 2,[%eval 0.28]
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,[%eval 0.18]
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,[%eval 0.17]
r1bqkbnr/pppp1ppp/2n5/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq d3 0 3,[%eval 0.14]
r1bqkbnr/pppp1ppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,[%eval 0.0]
r1bqkbnr/pppp1ppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,[%eval 0.12]
r1bqkbnr/pppp1ppp/8/4n3/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,[%eval 0.67]
r1bqkbnr/pppp1ppp/8/4n3/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5,[%eval 0.54]
r1bqk1nr/pppp1ppp/8/2b1n3/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 3 6,[%eval 0.75]
r1bqk1nr/pppp1ppp/8/2b1n3/3NPP2/2N5/PPP3PP/R1BQKB1R b KQkq f3 0 6,[%eval 0.83]
r1bqk1nr/pppp1ppp/2n5/2b5/3NPP2/2N5/PPP3PP/R1BQKB1R w KQkq - 1 7,[%eval 0.76]
r1bqk1nr/pppp1ppp/2N5/2b5/4PP2/2N5/PPP3PP/R1BQKB1R b KQkq - 0 7,[%eval 0.46]
r1bqk1nr/p1pp1ppp/2p5/2b5/4PP2/2N5/PPP3PP/R1BQKB1R w KQkq - 0 8,[%eval 0.4]
r1bqk1nr/p1pp1ppp/2p5/2b5/2B1PP2/2N5/PPP3PP/R1BQK2R b KQkq - 1 8,[%eval 0.18]
r1bqk2r/p1ppnppp/2p5/2b5/2B1PP2/2N5/PPP3PP/R1BQK2R w KQkq - 2 9,[%eval 1.7]
r1bqk2r/p1ppnBpp/2p5/2b5/4PP2/2N5/PPP3PP/R1BQK2R b KQkq - 0 9,[%eval 1.76]
r1bq3r/p1ppnkpp/2p5/2b5/4PP2/2N5/PPP3PP/R1BQK2R w KQ - 0 10,[%eval 1.79]
r1bq3r/p1ppnkpp/2p5/2b4Q/4PP2/2N5/PPP3PP/R1B1K2R b KQ - 1 10,[%eval 1.68]
r1bq3r/p1ppnk1p/2p3p1/2b4Q/4PP2/2N5/PPP3PP/R1B1K2R w KQ - 0 11,[%eval 1.81]
r1bq3r/p1ppnk1p/2p3p1/2Q5/4PP2/2N5/PPP3PP/R1B1K2R b KQ - 0 11,[%eval 1.77]
r1bq3r/p1p1nk1p/2pp2p1/2Q5/4PP2/2N5/PPP3PP/R1B1K2R w KQ - 0 12,[%eval 1.96]
r1bq3r/p1p1nk1p/2pp2p1/8/2Q1PP2/2N5/PPP3PP/R1B1K2R b KQ - 1 12,[%eval 1.63]
r1bq3r/p1p1nk1p/2p3p1/3p4/2Q1PP2/2N5/PPP3PP/R1B1K2R w KQ - 0 13,[%eval 1.41]
r1bq3r/p1p1nk1p/2p3p1/3P4/2Q2P2/2N5/PPP3PP/R1B1K2R b KQ - 0 13,[%eval 0.8]
r1bq3r/p1p1nk1p/6p1/3p4/2Q2P2/2N5/PPP3PP/R1B1K2R w KQ - 0 14,[%eval 0.64]
r1bq3r/p1p1nk1p/6p1/3p4/3Q1P2/2N5/PPP3PP/R1B1K2R b KQ - 1 14,[%eval 0.34]
r1bq3r/p3nk1p/2p3p1/3p4/3Q1P2/2N5/PPP3PP/R1B1K2R w KQ - 0 15,[%eval 0.24]
r1bq3r/p3nk1p/2p3p1/3p4/3Q1P2/2N5/PPP3PP/R1B2RK1 b - - 1 15,[%eval 0.41]
r1bq1r2/p3nk1p/2p3p1/3p4/3Q1P2/2N5/PPP3PP/R1B2RK1 w - - 2 16,[%eval 1.68]
r1bq1r2/p3nk1p/2p3p1/3p4/3Q1P2/2N5/PPPB2PP/R4RK1 b - - 3 16,[%eval 0.77]
r1bq1r2/4nk1p/2p3p1/p2p4/3Q1P2/2N5/PPPB2PP/R4RK1 w - a6 0 17,[%eval 2.29]
r1bq1r2/4nk1p/2p3p1/p2p4/3Q1P2/2N5/PPPB2PP/4RRK1 b - - 1 17,[%eval 1.01]
r1bq1r2/5k1p/2p3p1/p2p1n2/3Q1P2/2N5/PPPB2PP/4RRK1 w - - 2 18,[%eval 1.13]
r1bq1r2/5k1p/2p3p1/p1Qp1n2/5P2/2N5/PPPB2PP/4RRK1 b - - 3 18,[%eval 0.95]
r1b2r2/3q1k1p/2p3p1/p1Qp1n2/5P2/2N5/PPPB2PP/4RRK1 w - - 4 19,[%eval 2.16]
r1b2r2/3q1k1p/2p3p1/p1Qp1n2/5P2/8/PPPBN1PP/4RRK1 b - - 5 19,[%eval 0.91]
r1b2r2/3q1k1p/2p3p1/2Qp1n2/p4P2/8/PPPBN1PP/4RRK1 w - - 0 20,[%eval 2.15]
r1b2r2/3q1k1p/2p3p1/2Qp1n2/p4P2/2N5/PPPB2PP/4RRK1 b - - 1 20,[%eval 0.73]
r4r2/3q1k1p/b1p3p1/2Qp1n2/p4P2/2N5/PPPB2PP/4RRK1 w - - 2 21,[%eval 1.07]
r4r2/3q1k1p/b1p3p1/2Qp1n2/p4P2/2N2R2/PPPB2PP/4R1K1 b - - 3 21,[%eval 0.92]
r4r2/3q1k1p/b1p3p1/2Qp1n2/5P2/p1N2R2/PPPB2PP/4R1K1 w - - 0 22,[%eval 1.1]
r4r2/3q1k1p/b1p3p1/2Qp1n2/5P2/pPN2R2/P1PB2PP/4R1K1 b - - 0 22,[%eval 0.91]
r3r3/3q1k1p/b1p3p1/2Qp1n2/5P2/pPN2R2/P1PB2PP/4R1K1 w - - 1 23,[%eval 1.29]
r3R3/3q1k1p/b1p3p1/2Qp1n2/5P2/pPN2R2/P1PB2PP/6K1 b - - 0 23,[%eval 0.78]
4r3/3q1k1p/b1p3p1/2Qp1n2/5P2/pPN2R2/P1PB2PP/6K1 w - - 0 24,[%eval 0.9]
4r3/3q1k1p/b1p3p1/2Qp1n2/5P2/pPN5/P1PB1RPP/6K1 b - - 1 24,[%eval 0.39]
4r3/3q1k1p/b1p3p1/2Q2n2/3p1P2/pPN5/P1PB1RPP/6K1 w - - 0 25,[%eval 0.77]
4r3/3q1k1p/b1p3p1/2Q2n2/N2p1P2/pP6/P1PB1RPP/6K1 b - - 1 25,[%eval 0.79]
4r3/3q1k1p/b1p3p1/2Q5/N2p1P2/pP2n3/P1PB1RPP/6K1 w - - 2 26,[%eval 1.64]
4r3/3q1k1p/bNp3p1/2Q5/3p1P2/pP2n3/P1PB1RPP/6K1 b - - 3 26,[%eval -0.29]
4r3/5k1p/bNp3p1/2Qq4/3p1P2/pP2n3/P1PB1RPP/6K1 w - - 4 27,[%eval 14.26]
4r3/5k1p/b1p3p1/2QN4/3p1P2/pP2n3/P1PB1RPP/6K1 b - - 0 27,[%eval 14.26]
4r3/5k1p/b5p1/2Qp4/3p1P2/pP2n3/P1PB1RPP/6K1 w - - 0 28,[%eval 14.54]
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq e3 0 1,[%eval 0.24]
rnbqkbnr/p1pppppp/1p6/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,[%eval 0.68]
rnbqkbnr/p1pppppp/1p6/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,[%eval 0.54]
rn1qkbnr/pbpppppp/1p6/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,[%eval 0.53]
rn1qkbnr/pbpppppp/1p6/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq d3 0 3,[%eval 0.16]
rn1qkbnr/pbpp1ppp/1p2p3/8/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,[%eval 0.54]
rn1qkbnr/pbpp1ppp/1p2p3/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 1 4,[%eval 0.46]
rn1qkb1r/pbppnppp/1p2p3/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 2 5,[%eval 0.98]
rn1qkb1r/pbppnppp/1p2p3/3P4/4P3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 5,[%eval 0.75]
rn1qkb1r/pbpp1ppp/1p2p1n1/3P4/4P3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 1 6,[%eval 0.82]
rn1qkb1r/pbpp1ppp/1p2P1n1/8/4P3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 6,[%eval 0.18]
rn1qkb1r/pbpp2pp/1p2p1n1/8/4P3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 7,[%eval 0.34]
rn1qkb1r/pbpp2pp/1p2p1n1/6B1/4P3/2N2N2/PPP2PPP/R2QKB1R b KQkq - 1 7,[%eval 0.25]
rn1qk2r/pbppb1pp/1p2p1n1/6B1/4P3/2N2N2/PPP2PPP/R2QKB1R w KQkq - 2 8,[%eval 0.31]
rn1qk2r/pbppB1pp/1p2p1n1/8/4P3/2N2N2/PPP2PPP/R2QKB1R b KQkq - 0 8,[%eval 0.18]
