Board State ,EVAL
r2qk2r/p2b1ppp/4p3/1Bbpn3/3N1P2/8/PPP3PP/R1BQK2R w KQkq - 1 12,[%eval -0.75]
r2qk2r/p2B1ppp/4p3/2bpn3/3N1P2/8/PPP3PP/R1BQK2R b KQkq - 0 12,[%eval -0.86]
r2qk2r/p2n1ppp/4p3/2bp4/3N1P2/8/PPP3PP/R1BQK2R w KQkq - 0 13,[%eval -0.75]
r2qk2r/p2n1ppp/4p3/2bp4/3N1P2/8/PPP3PP/R1BQ1RK1 b kq - 1 13,[%eval -0.81]
r3k2r/p2n1ppp/1q2p3/2bp4/3N1P2/8/PPP3PP/R1BQ1RK1 w kq - 2 14,[%eval -0.69]
r3k2r/p2n1ppp/1q2p3/2bp4/3N1P2/2P5/PP4PP/R1BQ1RK1 b kq - 0 14,[%eval -0.74]
r4rk1/p2n1ppp/1q2p3/2bp4/3N1P2/2P5/PP4PP/R1BQ1RK1 w - - 1 15,[%eval -0.82]
r4rk1/p2n1ppp/1q2p3/2bp4/3N1P2/2P5/PP4PP/R1BQ1R1K b - - 2 15,[%eval -1.02]
r4rk1/p4ppp/1q2pn2/2bp4/3N1P2/2P5/PP4PP/R1BQ1R1K w - - 3 16,[%eval -0.86]
r4rk1/p4ppp/1q2pn2/2bp4/5P2/1NP5/PP4PP/R1BQ1R1K b - - 4 16,[%eval -0.78]
r4rk1/p4ppp/1q2p3/2bp4/4nP2/1NP5/PP4PP/R1BQ1R1K w - - 5 17,[%eval -0.91]
r4rk1/p4ppp/1q2p3/2Np4/4nP2/2P5/PP4PP/R1BQ1R1K b - - 0 17,[%eval -0.8]
r4rk1/p4ppp/4p3/2qp4/4nP2/2P5/PP4PP/R1BQ1R1K w - - 0 18,[%eval -0.84]
r4rk1/p4ppp/4p3/2qp4/4nP2/2P5/PP2Q1PP/R1B2R1K b - - 1 18,[%eval -0.75]
1r3rk1/p4ppp/4p3/2qp4/4nP2/2P5/PP2Q1PP/R1B2R1K w - - 2 19,[%eval -0.54]
1r3rk1/p4ppp/4p3/2qp4/4nP2/2P1B3/PP2Q1PP/R4R1K b - - 3 19,[%eval -0.57]
1r3rk1/p4ppp/4p3/1q1p4/4nP2/2P1B3/PP2Q1PP/R4R1K w - - 4 20,[%eval -0.51]
1r3rk1/p4ppp/4p3/1Q1p4/4nP2/2P1B3/PP4PP/R4R1K b - - 0 20,[%eval -0.56]
5rk1/p4ppp/4p3/1r1p4/4nP2/2P1B3/PP4PP/R4R1K w - - 0 21,[%eval -0.81]
5rk1/B4ppp/4p3/1r1p4/4nP2/2P5/PP4PP/R4R1K b - - 0 21,[%eval -0.7]
5rk1/B4ppp/4p3/3p4/4nP2/2P5/Pr4PP/R4R1K w - - 0 22,[%eval -0.7]
5rk1/5ppp/4p3/3p4/3BnP2/2P5/Pr4PP/R4R1K b - - 1 22,[%eval -0.85]
r5k1/5ppp/4p3/3p4/3BnP2/2P5/Pr4PP/R4R1K w - - 2 23,[%eval -0.81]
r5k1/5ppp/4p3/3p4/P2BnP2/2P5/1r4PP/R4R1K b - a3 0 23,[%eval -0.84]
r5k1/6pp/4pp2/3p4/P2BnP2/2P5/1r4PP/R4R1K w - - 0 24,[%eval -0.82]
r5k1/6pp/4pp2/P2p4/3BnP2/2P5/1r4PP/R4R1K b - - 0 24,[%eval -0.78]
6k1/6pp/r3pp2/P2p4/3BnP2/2P5/1r4PP/R4R1K w - - 1 25,[%eval -0.79]
6k1/6pp/r3pp2/P2p4/3BnP2/2P5/1r4PP/R1R4K b - - 2 25,[%eval -0.79]
6k1/6pp/r3pp2/Pr1p4/3BnP2/2P5/6PP/R1R4K w - - 3 26,[%eval -0.73]
6k1/6pp/rB2pp2/Pr1p4/4nP2/2P5/6PP/R1R4K b - - 4 26,[%eval -0.67]
6k1/6pp/rB2pp2/Pr1p4/5P2/2P5/3n2PP/R1R4K w - - 5 27,[%eval -1.12]
6k1/6pp/rB2pp2/Pr1p4/5P2/2P5/3n2PP/R3R2K b - - 6 27,[%eval -0.81]
8/5kpp/rB2pp2/Pr1p4/5P2/2P5/3n2PP/R3R2K w - - 7 28,[%eval -2.05]
8/5kpp/rB2pp2/Pr1p4/5P2/2P5/R2n2PP/4R2K b - - 8 28,[%eval -2.08]
8/5kpp/rr2pp2/P2p4/5P2/2P5/R2n2PP/4R2K w - - 0 29,[%eval -2.12]
8/5kpp/rr2pp2/P2p4/5P2/2P5/3R2PP/4R2K b - - 0 29,[%eval -2.12]
8/5kpp/1r2pp2/r2p4/5P2/2P5/3R2PP/4R2K w - - 0 30,[%eval -2.1]
8/5kpp/1r2pp2/r2p4/5P2/2P3P1/3R3P/4R2K b - - 0 30,[%eval -2.02]
8/5kpp/2r1pp2/r2p4/5P2/2P3P1/3R3P/4R2K w - - 1 31,[%eval -2.19]
8/5kpp/2r1pp2/r2p4/5P2/2P1R1P1/3R3P/7K b - - 2 31,[%eval -2.14]
8/5kpp/2r1pp2/2rp4/5P2/2P1R1P1/3R3P/7K w - - 3 32,[%eval -2.17]
8/5kpp/2r1pp2/2rp4/5P2/2PRR1P1/7P/7K b - - 4 32,[%eval -2.09]
8/5kpp/2r1pp2/r2p4/5P2/2PRR1P1/7P/7K w - - 5 33,[%eval -2.25]
8/5kpp/2r1pp2/r2p4/5P2/2PRR1P1/6KP/8 b - - 6 33,[%eval -2.18]
8/5kpp/2r1pp2/3p4/5P2/2PRR1P1/r5KP/8 w - - 7 34,[%eval -2.4]
8/5kpp/2r1pp2/3p4/5P2/2PRR1PK/r6P/8 b - - 8 34,[%eval -2.53]
8/5kpp/1r2pp2/3p4/5P2/2PRR1PK/r6P/8 w - - 9 35,[%eval -2.58]
8/5kpp/1r2pp2/3p4/5PP1/2PRR2K/r6P/8 b - - 0 35,[%eval -2.61]
8/5kpp/4pp2/3p4/5PP1/2PRR2K/rr5P/8 w - - 1 36,[%eval 0.22]
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq d3 0 1,[%eval 0.24]
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq d6 0 2,[%eval -0.13]
rnbqkbnr/ppp1pppp/8/3p2B1/3P4/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,[%eval 0.09]
rnbqkb1r/ppp1pppp/5n2/3p2B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq - 2 3,[%eval -0.01]
rnbqkb1r/ppp1pppp/5B2/3p4/3P4/8/PPP1PPPP/RN1QKBNR b KQkq - 0 3,[%eval 0.04]
rnbqkb1r/ppp2ppp/5p2/3p4/3P4/8/PPP1PPPP/RN1QKBNR w KQkq - 0 4,[%eval 0.0]
rnbqkb1r/ppp2ppp/5p2/3p4/3P4/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 4,[%eval 0.02]
rnbqkb1r/pp3ppp/2p2p2/3p4/3P4/4P3/PPP2PPP/RN1QKBNR w KQkq - 0 5,[%eval 0.14]
rnbqkb1r/pp3ppp/2p2p2/3p4/3P4/3BP3/PPP2PPP/RN1QK1NR b KQkq - 1 5,[%eval 0.18]
rnbqk2r/pp3ppp/2pb1p2/3p4/3P4/3BP3/PPP2PPP/RN1QK1NR w KQkq - 2 6,[%eval 0.28]
rnbqk2r/pp3ppp/2pb1p2/3p4/3P4/3BP3/PPPN1PPP/R2QK1NR b KQkq - 3 6,[%eval 0.2]
rnbq1rk1/pp3ppp/2pb1p2/3p4/3P4/3BP3/PPPN1PPP/R2QK1NR w KQ - 4 7,[%eval 0.21]
rnbq1rk1/pp3ppp/2pb1p2/3p4/3P4/3BP3/PPPNNPPP/R2QK2R b KQ - 5 7,[%eval 0.2]
rnbqr1k1/pp3ppp/2pb1p2/3p4/3P4/3BP3/PPPNNPPP/R2QK2R w KQ - 6 8,[%eval 0.32]
rnbqr1k1/pp3ppp/2pb1p2/3p4/3P4/3BP3/PPPNNPPP/R2Q1RK1 b - - 7 8,[%eval 0.27]
rn1qr1k1/pp3ppp/2pb1p2/3p4/3P2b1/3BP3/PPPNNPPP/R2Q1RK1 w - - 8 9,[%eval 0.35]
rn1qr1k1/pp3ppp/2pb1p2/3p4/2PP2b1/3BP3/PP1NNPPP/R2Q1RK1 b - c3 0 9,[%eval 0.77]
rn1qr1k1/pp3ppp/2pb4/3p1p2/2PP2b1/3BP3/PP1NNPPP/R2Q1RK1 w - - 0 10,[%eval 0.05]
rn1qr1k1/pp3ppp/2pb4/3P1p2/3P2b1/3BP3/PP1NNPPP/R2Q1RK1 b - - 0 10,[%eval 0.86]
rn1qr1k1/pp3ppp/2pb4/3P1p2/3P4/3BP3/PP1NbPPP/R2Q1RK1 w - - 0 11,[%eval 0.91]
rn1qr1k1/pp3ppp/2pb4/3P1p2/3P4/3BP3/PP1NQPPP/R4RK1 b - - 0 11,[%eval 1.39]
rn1qr1k1/pp3ppp/2pb4/3P4/3P1p2/3BP3/PP1NQPPP/R4RK1 w - - 0 12,[%eval 1.46]
rn1qr1k1/pp3ppp/2Pb4/8/3P1p2/3BP3/PP1NQPPP/R4RK1 b - - 0 12,[%eval 1.58]
r2qr1k1/pp3ppp/2nb4/8/3P1p2/3BP3/PP1NQPPP/R4RK1 w - - 0 13,[%eval 0.53]
r2qr1k1/pp3ppp/2nb4/8/3P1p2/P2BP3/1P1NQPPP/R4RK1 b - - 0 13,[%eval 0.89]
r2qr1k1/pp3ppp/3b4/8/3n1p2/P2BP3/1P1NQPPP/R4RK1 w - - 0 14,[%eval -0.23]
r2qr1k1/pp3ppp/3b4/7Q/3n1p2/P2BP3/1P1N1PPP/R4RK1 b - - 1 14,[%eval -0.22]
r2qr1k1/pp3p1p/3b2p1/7Q/3n1p2/P2BP3/1P1N1PPP/R4RK1 w - - 0 15,[%eval -1.56]
r2qr1k1/pp3p1p/3b2p1/8/3n1pQ1/P2BP3/1P1N1PPP/R4RK1 b - - 1 15,[%eval 0.21]
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq d3 0 1,[%eval 0.25]
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq d6 0 2,[%eval 0.24]
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq c3 0 2,[%eval 0.3]
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,[%eval 0.1]
rnbqkbnr/ppp2ppp/4p3/3P4/3P4/8/PP2PPPP/RNBQKBNR b KQkq - 0 3,[%eval 0.19]
rnbqkbnr/ppp2ppp/8/3p4/3P4/8/PP2PPPP/RNBQKBNR w KQkq - 0 4,[%eval 0.1]
rnbqkbnr/ppp2ppp/8/3p4/3P4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 4,[%eval 0.19]
rnbqkb1r/ppp2ppp/5n2/3p4/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 5,[%eval 0.06]
rnbqkb1r/ppp2ppp/5n2/3p2B1/3P4/2N5/PP2PPPP/R2QKBNR b KQkq - 3 5,[%eval 0.13]
rnbqk2r/ppp1bppp/5n2/3p2B1/3P4/2N5/PP2PPPP/R2QKBNR w KQkq - 4 6,[%eval 0.1]
rnbqk2r/ppp1bppp/5n2/3p2B1/3P4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 5 6,[%eval 0.18]
rnbq1rk1/ppp1bppp/5n2/3p2B1/3P4/2N2N2/PP2PPPP/R2QKB1R w KQ - 6 7,[%eval -1.17]
rnbq1rk1/ppp1bppp/5n2/3p2B1/3PP3/2N2N2/PP3PPP/R2QKB1R b KQ e3 0 7,[%eval -0.09]
rnbq1rk1/pp2bppp/5n2/2pp2B1/3PP3/2N2N2/PP3PPP/R2QKB1R w KQ c6 0 8,[%eval -0.07]
rnbq1rk1/pp2bppp/5B2/2pp4/3PP3/2N2N2/PP3PPP/R2QKB1R b KQ - 0 8,[%eval -0.05]
rnbq1rk1/pp3ppp/5b2/2pp4/3PP3/2N2N2/PP3PPP/R2QKB1R w KQ - 0 9,[%eval -0.13]
rnbq1rk1/pp3ppp/5b2/2pN4/3PP3/5N2/PP3PPP/R2QKB1R b KQ - 0 9,[%eval 0.12]
rn1q1rk1/pp3ppp/5b2/2pN4/3PP1b1/5N2/PP3PPP/R2QKB1R w KQ - 1 10,[%eval -0.18]
rn1q1rk1/pp3ppp/5N2/2p5/3PP1b1/5N2/PP3PPP/R2QKB1R b KQ - 0 10,[%eval -0.28]
rn3rk1/pp3ppp/5q2/2p5/3PP1b1/5N2/PP3PPP/R2QKB1R w KQ - 0 11,[%eval -0.42]
rn3rk1/pp3ppp/5q2/2p1P3/3P2b1/5N2/PP3PPP/R2QKB1R b KQ - 0 11,[%eval -0.48]
rn3rk1/pp2qppp/8/2p1P3/3P2b1/5N2/PP3PPP/R2QKB1R w KQ - 1 12,[%eval -1.28]
rn3rk1/pp2qppp/8/2p1P3/3P2b1/5N2/PP3PPP/2RQKB1R b K - 2 12,[%eval 0.31]
rn3rk1/p3qppp/1p6/2p1P3/3P2b1/5N2/PP3PPP/2RQKB1R w K - 0 13,[%eval 0.09]
rn3rk1/p3qppp/1p6/2P1P3/6b1/5N2/PP3PPP/2RQKB1R b K - 0 13,[%eval 0.01]
rn1r2k1/p3qppp/1p6/2P1P3/6b1/5N2/PP3PPP/2RQKB1R w K - 1 14,[%eval -0.25]
rn1r2k1/p3qppp/1p6/2P1P3/6b1/5N2/PP2QPPP/2R1KB1R b K - 2 14,[%eval 0.21]
rn1r2k1/p3qppp/8/2p1P3/6b1/5N2/PP2QPPP/2R1KB1R w K - 0 15,[%eval -0.2]
rn1r2k1/p3qppp/8/2p1P3/6b1/5N1P/PP2QPP1/2R1KB1R b K - 0 15,[%eval 0.42]
rn1r2k1/p3qppp/8/2p1P2b/8/5N1P/PP2QPP1/2R1KB1R w K - 1 16,[%eval -0.03]
rn1r2k1/p3qppp/8/2p1P2b/4Q3/5N1P/PP3PP1/2R1KB1R b K - 2 16,[%eval 0.2]
r2r2k1/p2nqppp/8/2p1P2b/4Q3/5N1P/PP3PP1/2R1KB1R w K - 3 17,[%eval -2.05]
r2r2k1/p2nqppp/8/2p1P2b/4Q3/3B1N1P/PP3PP1/2R1K2R b K - 4 17,[%eval -2.01]
r2r2k1/p2nqppp/6b1/2p1P3/4Q3/3B1N1P/PP3PP1/2R1K2R w K - 5 18,[%eval -2.04]
r2r2k1/p2nqppp/6b1/2p1P3/8/3BQN1P/PP3PP1/2R1K2R b K - 6 18,[%eval -2.04]
r2r2k1/p2nqppp/8/2p1P3/8/3bQN1P/PP3PP1/2R1K2R w K - 0 19,[%eval -2.17]
r2r2k1/p2nqppp/8/2p1P3/8/3Q1N1P/PP3PP1/2R1K2R b K - 0 19,[%eval -2.04]
r2r2k1/p3qppp/8/2p1n3/8/3Q1N1P/PP3PP1/2R1K2R w K - 0 20,[%eval -15.24]
r2r2k1/p3qppp/8/2p1n3/4Q3/5N1P/PP3PP1/2R1K2R b K - 1 20,[%eval -14.84]
r2r2k1/p3qppp/8/2p5/4Q3/3n1N1P/PP3PP1/2R1K2R w K - 2 21,[%eval -14.88]
r2r2k1/p3qppp/8/2p5/4Q3/3n1N1P/PP3PP1/2R2K1R b - - 3 21,[%eval -14.77]
r2r2k1/p4ppp/8/2p3N1/4q3/3n3P/PP3PP1/2R2K1R b - - 1 22,[%eval -38.62]
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq d3 0 1,[%eval 0.27]
rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,[%eval 0.27]
rnbqkbnr/pppp1ppp/4p3/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq c3 0 2,[%eval 0.3]
rnb1kbnr/pppp1ppp/4pq2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 1 3,[%eval 0.85]
rnb1kbnr/pppp1ppp/4pq2/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3,[%eval 1.05]
rnb1k1nr/pppp1ppp/4pq2/8/1bPP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 3 4,[%eval 0.95]
rnb1k1nr/pppp1ppp/4pq2/8/1bPP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 4 4,[%eval 1.05]
rnb1k1nr/pppp1ppp/4pq2/8/2PP4/2b2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,[%eval 1.25]
rnb1k1nr/pppp1ppp/4pq2/8/2PP4/2P2N2/P3PPPP/R1BQKB1R b KQkq - 0 5,[%eval 1.05]
rnb1k1nr/pppp1pp1/4pq1p/8/2PP4/2P2N2/P3PPPP/R1BQKB1R w KQkq - 0 6,[%eval 1.08]
rnb1k1nr/pppp1pp1/4pq1p/8/2PP4/2P1PN2/P4PPP/R1BQKB1R b KQkq - 0 6,[%eval 0.77]
rnb1k2r/ppppnpp1/4pq1p/8/2PP4/2P1PN2/P4PPP/R1BQKB1R w KQkq - 1 7,[%eval 0.98]
rnb1k2r/ppppnpp1/4pq1p/8/2PP4/B1P1PN2/P4PPP/R2QKB1R b KQkq - 2 7,[%eval 0.76]
rnb1k2r/pppp1pp1/4pqnp/8/2PP4/B1P1PN2/P4PPP/R2QKB1R w KQkq - 3 8,[%eval 1.12]
rnb1k2r/pppp1pp1/4pqnp/8/2PP4/B1PBPN2/P4PPP/R2QK2R b KQkq - 4 8,[%eval 1.28]
rnb1k2r/ppp2pp1/3ppqnp/8/2PP4/B1PBPN2/P4PPP/R2QK2R w KQkq - 0 9,[%eval 1.23]
rnb1k2r/ppp2pp1/3ppqnp/8/2PP4/B1PBPN2/P4PPP/R2Q1RK1 b kq - 1 9,[%eval 1.22]
rnb2rk1/ppp2pp1/3ppqnp/8/2PP4/B1PBPN2/P4PPP/R2Q1RK1 w - - 2 10,[%eval 1.25]
rnb2rk1/ppp2pp1/3ppqnp/8/2PPP3/B1PB1N2/P4PPP/R2Q1RK1 b - - 0 10,[%eval 0.31]
rnb1r1k1/ppp2pp1/3ppqnp/8/2PPP3/B1PB1N2/P4PPP/R2Q1RK1 w - - 1 11,[%eval 0.8]
rnb1r1k1/ppp2pp1/3ppqnp/4P3/2PP4/B1PB1N2/P4PPP/R2Q1RK1 b - - 0 11,[%eval 0.83]
rnb1r1k1/ppp2pp1/4pqnp/4p3/2PP4/B1PB1N2/P4PPP/R2Q1RK1 w - - 0 12,[%eval 0.92]
rnb1r1k1/ppp2pp1/4pqBp/4p3/2PP4/B1P2N2/P4PPP/R2Q1RK1 b - - 0 12,[%eval 0.9]
rnb1r1k1/ppp2pp1/4p1qp/4p3/2PP4/B1P2N2/P4PPP/R2Q1RK1 w - - 0 13,[%eval 0.72]
rnb1r1k1/ppp2pp1/4p1qp/4N3/2PP4/B1P5/P4PPP/R2Q1RK1 b - - 0 13,[%eval 0.73]
rnb1r1k1/ppp2ppq/4p2p/4N3/2PP4/B1P5/P4PPP/R2Q1RK1 w - - 1 14,[%eval 1.18]
rnb1r1k1/ppp2ppq/4p2p/4N3/2PP4/B1P2Q2/P4PPP/R4RK1 b - - 2 14,[%eval 0.71]
rnb1r1k1/ppp3pq/4pp1p/4N3/2PP4/B1P2Q2/P4PPP/R4RK1 w - - 0 15,[%eval 2.53]
rnb1r1k1/ppp3pq/4pp1p/8/2PP2N1/B1P2Q2/P4PPP/R4RK1 b - - 1 15,[%eval 0.33]
rnb1r1k1/ppp3p1/4pp1p/5q2/2PP2N1/B1P2Q2/P4PPP/R4RK1 w - - 2 16,[%eval 0.36]
rnb1r1k1/ppp3p1/4pp1p/5Q2/2PP2N1/B1P5/P4PPP/R4RK1 b - - 0 16,[%eval 0.34]
rnb1r1k1/ppp3p1/5p1p/5p2/2PP2N1/B1P5/P4PPP/R4RK1 w - - 0 17,[%eval 0.33]
rnb1r1k1/ppp3p1/5p1p/5p2/2PP4/B1P1N3/P4PPP/R4RK1 b - - 1 17,[%eval 0.32]
rnb1r1k1/ppp3p1/5p1p/8/2PP1p2/B1P1N3/P4PPP/R4RK1 w - - 0 18,[%eval 0.72]
rnb1r1k1/ppp3p1/5p1p/3N4/2PP1p2/B1P5/P4PPP/R4RK1 b - - 1 18,[%eval 0.76]
r1b1r1k1/ppp3p1/n4p1p/3N4/2PP1p2/B1P5/P4PPP/R4RK1 w - - 2 19,[%eval 0.72]
r1b1r1k1/ppp3p1/n4p1p/3N4/2PP1p2/B1P5/P4PPP/R3R1K1 b - - 3 19,[%eval 0.02]
r1b3k1/ppp3p1/n4p1p/3N4/2PP1p2/B1P5/P4PPP/R3r1K1 w - - 0 20,[%eval 0.8]
r1b3k1/ppp3p1/n4p1p/3N4/2PP1p2/B1P5/P4PPP/4R1K1 b - - 0 20,[%eval 0.77]
r5k1/pppb2p1/n4p1p/3N4/2PP1p2/B1P5/P4PPP/4R1K1 w - - 1 21,[%eval 0.81]
r5k1/pppb2p1/n4p1p/8/2PP1N2/B1P5/P4PPP/4R1K1 b - - 0 21,[%eval 0.8]
r5k1/ppp3p1/n1b2p1p/8/2PP1N2/B1P5/P4PPP/4R1K1 w - - 1 22,[%eval 1.01]
r5k1/ppp3p1/n1b2p1p/3P4/2P2N2/B1P5/P4PPP/4R1K1 b - - 0 22,[%eval 0.92]
r5k1/pppb2p1/n4p1p/3P4/2P2N2/B1P5/P4PPP/4R1K1 w - - 1 23,[%eval 0.99]
r5k1/pppb2p1/n4pNp/3P4/2P5/B1P5/P4PPP/4R1K1 b - - 2 23,[%eval 0.74]
r5k1/ppp3p1/n4pNp/3P1b2/2P5/B1P5/P4PPP/4R1K1 w - - 3 24,[%eval 6.49]
r5k1/ppp1N1p1/n4p1p/3P1b2/2P5/B1P5/P4PPP/4R1K1 b - - 4 24,[%eval 6.46]
r7/ppp1N1pk/n4p1p/3P1b2/2P5/B1P5/P4PPP/4R1K1 w - - 5 25,[%eval 6.5]
r7/ppp3pk/n4p1p/3P1N2/2P5/B1P5/P4PPP/4R1K1 b - - 0 25,[%eval 6.57]
r7/pp4pk/n1p2p1p/3P1N2/2P5/B1P5/P4PPP/4R1K1 w - - 0 26,[%eval 9.26]
r7/pp4pk/n1P2p1p/5N2/2P5/B1P5/P4PPP/4R1K1 b - - 0 26,[%eval 7.99]
r7/p5pk/n1p2p1p/5N2/2P5/B1P5/P4PPP/4R1K1 w - - 0 27,[%eval 7.81]
r7/p3R1pk/n1p2p1p/5N2/2P5/B1P5/P4PPP/6K1 b - - 1 27,[%eval 7.79]
6r1/p3R1pk/n1p2p1p/5N2/2P5/B1P5/P4PPP/6K1 w - - 2 28,[%eval 7.99]
6r1/R5pk/n1p2p1p/5N2/2P5/B1P5/P4PPP/6K1 b - - 0 28,[%eval 8.44]
1n4r1/R5pk/2p2p1p/5N2/2P5/B1P5/P4PPP/6K1 w - - 1 29,[%eval 8.31]
1n4r1/R3N1pk/2p2p1p/8/2P5/B1P5/P4PPP/6K1 b - - 2 29,[%eval 7.15]
1n2r3/R3N1pk/2p2p1p/8/2P5/B1P5/P4PPP/6K1 w - - 3 30,[%eval 8.45]
1n2r3/R3N1pk/2p2p1p/8/2P5/B1P4P/P4PP1/6K1 b - - 0 30,[%eval 7.36]
1n2r3/R3N1pk/5p1p/2p5/2P5/B1P4P/P4PP1/6K1 w - - 0 31,[%eval 8.57]
1n2r3/R3N1pk/5p1p/2B5/2P5/2P4P/P4PP1/6K1 b - - 0 31,[%eval 9.1]
1n2r3/R3N1pk/7p/2B2p2/2P5/2P4P/P4PP1/6K1 w - - 0 32,[%eval 10.61]
1n2r3/R5pk/7p/2B2N2/2P5/2P4P/P4PP1/6K1 b - - 0 32,[%eval 10.05]
1n4r1/R5pk/7p/2B2N2/2P5/2P4P/P4PP1/6K1 w - - 1 33,[%eval 10.52]
1n4r1/R5pk/7p/5N2/2PB4/2P4P/P4PP1/6K1 b - - 2 33,[%eval 10.4]
6r1/R5pk/2n4p/5N2/2PB4/2P4P/P4PP1/6K1 w - - 3 34,[%eval 10.61]
6r1/6Rk/2n4p/5N2/2PB4/2P4P/P4PP1/6K1 b - - 0 34,[%eval 10.09]
8/6rk/2n4p/5N2/2PB4/2P4P/P4PP1/6K1 w - - 0 35,[%eval 10.18]
8/6Bk/2n4p/5N2/2P5/2P4P/P4PP1/6K1 b - - 0 35,[%eval 10.13]
8/6Bk/7p/n4N2/2P5/2P4P/P4PP1/6K1 w - - 1 36,[%eval 10.63]
8/6Bk/7p/n1P2N2/8/2P4P/P4PP1/6K1 b - - 0 36,[%eval 10.92]
8/6Bk/2n4p/2P2N2/8/2P4P/P4PP1/6K1 w - - 1 37,[%eval 12.02]
8/6Bk/2n4p/2P2N2/P7/2P4P/5PP1/6K1 b - a3 0 37,[%eval 12.61]
8/6B1/2n3kp/2P2N2/P7/2P4P/5PP1/6K1 w - - 1 38,[%eval 18.45]
8/6B1/2n3kp/2P2N2/P5P1/2P4P/5P2/6K1 b - g3 0 38,[%eval 11.73]
8/6B1/6kp/n1P2N2/P5P1/2P4P/5P2/6K1 w - - 1 39,[%eval 14.91]
8/6B1/6kp/n1P2N2/P5P1/2P4P/5PK1/8 b - - 2 39,[%eval 12.24]
8/6B1/2n3kp/2P2N2/P5P1/2P4P/5PK1/8 w - - 3 40,[%eval 17.01]
8/6B1/2n3kp/2P2N2/P5P1/2P2K1P/5P2/8 b - - 4 40,[%eval 14.26]
8/6B1/6kp/n1P2N2/P5P1/2P2K1P/5P2/8 w - - 5 41,[%eval 20.93]
8/6B1/6kp/n1P2N2/P3K1P1/2P4P/5P2/8 b - - 6 41,[%eval 45.39]
8/6B1/6kp/2P2N2/P1n1K1P1/2P4P/5P2/8 w - - 7 42,[%eval 57.19]
8/6B1/6kp/2P2N2/P1nK2P1/2P4P/5P2/8 b - - 8 42,[%eval 58.54]
rnbqkbnr/pppppppp/8/8/5P2/8/PPPPP1PP/RNBQKBNR b KQkq f3 0 1,[%eval -0.16]
rnbqkbnr/ppp1pppp/8/3p4/5P2/8/PPPPP1PP/RNBQKBNR w KQkq d6 0 2,[%eval -0.2]
rnbqkbnr/ppp1pppp/8/3p4/5P2/3P4/PPP1P1PP/RNBQKBNR b KQkq - 0 2,[%eval -0.36]
r1bqkbnr/ppp1pppp/2n5/3p4/5P2/3P4/PPP1P1PP/RNBQKBNR w KQkq - 1 3,[%eval -0.2]
r1bqkbnr/ppp1pppp/2n5/3p4/5P2/2PP4/PP2P1PP/RNBQKBNR b KQkq - 0 3,[%eval -0.71]
r1bqkbnr/ppp2ppp/2n5/3pp3/5P2/2PP4/PP2P1PP/RNBQKBNR w KQkq e6 0 4,[%eval -0.59]
r1bqkbnr/ppp2ppp/2n5/3pp3/5P2/2PP2P1/PP2P2P/RNBQKBNR b KQkq - 0 4,[%eval -0.73]
r1bqkbnr/ppp3pp/2n5/3ppp2/5P2/2PP2P1/PP2P2P/RNBQKBNR w KQkq f6 0 5,[%eval -0.37]
r1bqkbnr/ppp3pp/2n5/3ppp2/5P2/2PPP1P1/PP5P/RNBQKBNR b KQkq - 0 5,[%eval -0.78]
r1bqkbnr/ppp3pp/2n5/3p1p2/4pP2/2PPP1P1/PP5P/RNBQKBNR w KQkq - 0 6,[%eval -0.72]
r1bqkbnr/ppp3pp/2n5/3p1p2/3PpP2/2P1P1P1/PP5P/RNBQKBNR b KQkq - 0 6,[%eval -1.12]
r2qkbnr/pppb2pp/2n5/3p1p2/3PpP2/2P1P1P1/PP5P/RNBQKBNR w KQkq - 1 7,[%eval -0.81]
r2qkbnr/pppb2pp/2n5/3p1p2/3PpP2/P1P1P1P1/1P5P/RNBQKBNR b KQkq - 0 7,[%eval -0.82]
